Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
navigationmenu,,,,2022-01-24 12:33:10,2022-01-24 12:41:58,8m - 48.320s,FAILED
,,,,,,,
Test Cases/Mobile/Scenario/NavigationMenu/001 - Download Report,,,,2022-01-24 12:33:11,2022-01-24 12:34:42,1m - 30.885s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:33:11,2022-01-24 12:33:30,19.518s,PASSED
"callTestCase(findTestCase(""Mobile/Page/NavigationMenu/NavigationMenu""), [""action"":""downloadtaxreport""], CONTINUE_ON_FAILURE)",,,,2022-01-24 12:33:30,2022-01-24 12:34:31,1m - 0.227s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:34:31,2022-01-24 12:34:42,10.804s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/NavigationMenu/002 - Risk Profile analysis,,,,2022-01-24 12:34:42,2022-01-24 12:36:26,1m - 44.925s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:34:42,2022-01-24 12:34:57,15.556s,PASSED
"callTestCase(findTestCase(""Mobile/Page/NavigationMenu/NavigationMenu""), [""action"":""analyzeprofile""], CONTINUE_ON_FAILURE)",,,,2022-01-24 12:34:57,2022-01-24 12:36:15,1m - 18.160s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:36:15,2022-01-24 12:36:26,10.973s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/NavigationMenu/003 - Whatsapp message,,,,2022-01-24 12:36:26,2022-01-24 12:37:37,1m - 10.470s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:36:27,2022-01-24 12:36:42,15.476s,PASSED
"callTestCase(findTestCase(""Mobile/Page/NavigationMenu/NavigationMenu""), [""action"":""wa""], CONTINUE_ON_FAILURE)",,,,2022-01-24 12:36:42,2022-01-24 12:37:17,34.493s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:37:17,2022-01-24 12:37:27,10.237s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:37:27,2022-01-24 12:37:37,10.040s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/NavigationMenu/004 - Email button,,,,2022-01-24 12:37:37,2022-01-24 12:38:48,1m - 11.318s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:37:37,2022-01-24 12:37:51,13.551s,PASSED
"callTestCase(findTestCase(""Mobile/Page/NavigationMenu/NavigationMenu""), [""action"":""email""], CONTINUE_ON_FAILURE)",,,,2022-01-24 12:37:51,2022-01-24 12:38:28,37.347s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:38:28,2022-01-24 12:38:38,10.174s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:38:38,2022-01-24 12:38:48,10.016s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/NavigationMenu/005 - Settings,,,,2022-01-24 12:38:48,2022-01-24 12:40:55,2m - 6.726s,FAILED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:38:48,2022-01-24 12:39:04,15.884s,PASSED
"callTestCase(findTestCase(""Mobile/Page/NavigationMenu/NavigationMenu""), [""action"":""setting""], CONTINUE_ON_FAILURE)",,,,2022-01-24 12:39:04,2022-01-24 12:40:45,1m - 40.485s,FAILED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:40:45,2022-01-24 12:40:55,10.115s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/NavigationMenu/006 - Logout,,,,2022-01-24 12:40:55,2022-01-24 12:41:58,1m - 3.246s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:40:55,2022-01-24 12:41:10,15.073s,PASSED
"callTestCase(findTestCase(""Mobile/Page/NavigationMenu/NavigationMenu""), [""action"":""logout""], CONTINUE_ON_FAILURE)",,,,2022-01-24 12:41:10,2022-01-24 12:41:48,37.833s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-24 12:41:48,2022-01-24 12:41:58,10.084s,PASSED
