Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Transaction,,,,2021-11-16 10:18:12,2021-11-16 10:42:45,24m - 32.730s,FAILED
,,,,,,,
Test Cases/Mobile/Scenario/Transaction/001 - Melihat daftar Transaction,,,,2021-11-16 10:18:13,2021-11-16 10:19:18,1m - 5.534s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:18:13,2021-11-16 10:18:32,18.241s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Transaction/Transaction""), [""page"":""onprocess"", ""tab"":""none"", ""action"":""none""], CONTINUE_ON_FAILURE)",,,,2021-11-16 10:18:32,2021-11-16 10:19:08,36.249s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:19:08,2021-11-16 10:19:18,10.622s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Transaction/002 - Melihat Transaction berdasarkan ketegori On Process dan Subcription,,,,2021-11-16 10:19:18,2021-11-16 10:20:16,57.684s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:19:19,2021-11-16 10:19:31,12.086s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Transaction/Transaction""), [""page"":""onprocess"", ""tab"":""subscription"", ""action"":""none""], CONTINUE_ON_FAILURE)",,,,2021-11-16 10:19:31,2021-11-16 10:20:06,34.888s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:20:06,2021-11-16 10:20:16,10.412s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Transaction/003 - Melihat Transaction berdasarkan ketegori On Process dan Redemption,,,,2021-11-16 10:20:16,2021-11-16 10:21:16,1m - 0.185s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:20:16,2021-11-16 10:20:28,11.657s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Transaction/Transaction""), [""page"":""onprocess"", ""tab"":""redemption"", ""action"":""none""], CONTINUE_ON_FAILURE)",,,,2021-11-16 10:20:28,2021-11-16 10:21:06,38.004s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:21:06,2021-11-16 10:21:16,10.300s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Transaction/004 - Melihat Transaction berdasarkan ketegori On Process dan Switching,,,,2021-11-16 10:21:16,2021-11-16 10:22:26,1m - 9.507s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:21:17,2021-11-16 10:21:30,13.709s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Transaction/Transaction""), [""page"":""onprocess"", ""tab"":""switching"", ""action"":""none""], STOP_ON_FAILURE)",,,,2021-11-16 10:21:30,2021-11-16 10:22:15,45.219s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:22:15,2021-11-16 10:22:26,10.336s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Transaction/005 - Melihat Transaction berdasarkan kategori History,,,,2021-11-16 10:22:26,2021-11-16 10:23:24,58.599s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:22:26,2021-11-16 10:22:38,11.816s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Transaction/Transaction""), [""page"":""history"", ""tab"":""none"", ""action"":""none""], CONTINUE_ON_FAILURE)",,,,2021-11-16 10:22:38,2021-11-16 10:23:14,36.221s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-11-16 10:23:14,2021-11-16 10:23:24,10.336s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Transaction/006 - Melihat detail Transaction,,,,2021-11-16 10:23:24,2021-11-16 10:24:30,1m - 6.010s,PASSED
