Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
home,,,,2022-01-26 19:18:57,2022-01-26 19:28:53,9m - 55.672s,FAILED
,,,,,,,
Test Cases/Mobile/Scenario/Home/001 - Melihat performance portfolio (highlight),,,,2022-01-26 19:18:58,2022-01-26 19:20:11,1m - 12.632s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-26 19:18:59,2022-01-26 19:19:16,17.419s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Home/Home""), [""page"":""none"", ""action"":""seeperformance""], CONTINUE_ON_FAILURE)",,,,2022-01-26 19:19:16,2022-01-26 19:20:00,43.935s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-26 19:20:00,2022-01-26 19:20:11,10.928s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Home/002 - Melihat ad-hoc statement,,,,2022-01-26 19:20:11,2022-01-26 19:21:19,1m - 8.384s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-26 19:20:11,2022-01-26 19:20:26,14.948s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Home/Home""), [""page"":""none"", ""action"":""requestadhoc""], CONTINUE_ON_FAILURE)",,,,2022-01-26 19:20:26,2022-01-26 19:21:09,42.884s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-26 19:21:09,2022-01-26 19:21:19,10.321s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Home/003 - Menambahkan watchlist,,,,2022-01-26 19:21:19,2022-01-26 19:22:43,1m - 23.625s,FAILED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-26 19:21:19,2022-01-26 19:21:35,15.428s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Home/Home""), [""page"":""none"", ""action"":""addwatchlist""], CONTINUE_ON_FAILURE)",,,,2022-01-26 19:21:35,2022-01-26 19:22:32,57.587s,FAILED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-26 19:22:32,2022-01-26 19:22:43,10.387s,PASSED
,,,,,,,
