Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Register,,,,2021-10-18 10:05:09,2021-10-18 10:52:42,47m - 32.577s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/001 - Registrasi dengan Akun Terdaftar,,,,2021-10-18 10:05:10,2021-10-18 10:06:01,51.394s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:05:10,2021-10-18 10:05:28,17.369s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""negativeStatus"":""isRegistered""], STOP_ON_FAILURE)",,,,2021-10-18 10:05:28,2021-10-18 10:05:54,26.796s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:05:54,2021-10-18 10:06:01,6.911s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/002 - Registrasi akun baru dengan alamat sesuai KTP,,,,2021-10-18 10:06:01,2021-10-18 10:09:31,3m - 29.345s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:06:02,2021-10-18 10:06:15,13.185s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":0, ""isUseReferralCode"":0, ""negativeStatus"":""none""], STOP_ON_FAILURE)",,,,2021-10-18 10:06:15,2021-10-18 10:09:24,3m - 9.222s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:09:24,2021-10-18 10:09:31,6.713s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/003 - Registrasi akun baru dengan alamat berbeda dengan KTP,,,,2021-10-18 10:09:31,2021-10-18 10:13:49,4m - 18.269s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:09:31,2021-10-18 10:09:44,12.977s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":1, ""isUseReferralCode"":0, ""negativeStatus"":""none""], STOP_ON_FAILURE)",,,,2021-10-18 10:09:44,2021-10-18 10:13:42,3m - 58.487s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:13:42,2021-10-18 10:13:49,6.587s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/004 - Registrasi akun baru dengan alamat sesuai KTP menggunakan Refferal Code,,,,2021-10-18 10:13:49,2021-10-18 10:18:07,4m - 18.202s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:13:49,2021-10-18 10:14:03,13.658s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":1, ""isUseReferralCode"":1, ""negativeStatus"":""none""], STOP_ON_FAILURE)",,,,2021-10-18 10:14:03,2021-10-18 10:18:00,3m - 56.726s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:18:00,2021-10-18 10:18:07,7.586s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/005 - Registrasi akun baru dengan alamat berbeda dengan KTP menggunakan Refferal Code,,,,2021-10-18 10:18:07,2021-10-18 10:22:28,4m - 21.113s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:18:07,2021-10-18 10:18:22,14.204s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":1, ""isUseReferralCode"":1, ""negativeStatus"":""none""], STOP_ON_FAILURE)",,,,2021-10-18 10:18:22,2021-10-18 10:22:22,4m - 0.039s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:22:22,2021-10-18 10:22:28,6.646s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/006 - Registrasi akun baru dengan alamat sesuai KTP dan tidak mengisi kolom signature,,,,2021-10-18 10:22:28,2021-10-18 10:25:57,3m - 28.482s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:22:29,2021-10-18 10:22:42,13.738s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":0, ""isUseReferralCode"":0, ""negativeStatus"":""isNotUseSignature""], STOP_ON_FAILURE)",,,,2021-10-18 10:22:42,2021-10-18 10:25:50,3m - 7.898s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:25:50,2021-10-18 10:25:57,6.619s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/007 - Registrasi akun baru dengan foto bukan KTP,,,,2021-10-18 10:25:57,2021-10-18 10:29:24,3m - 27.057s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:25:57,2021-10-18 10:26:10,13.214s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":0, ""isUseReferralCode"":0, ""negativeStatus"":""none""], STOP_ON_FAILURE)",,,,2021-10-18 10:26:10,2021-10-18 10:29:17,3m - 7.027s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:29:17,2021-10-18 10:29:24,6.589s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/008 - Registrasi melalui Link Daftar di sini,,,,2021-10-18 10:29:24,2021-10-18 10:32:55,3m - 30.858s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:29:24,2021-10-18 10:29:37,13.356s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":1, ""isBedaAlamat"":0, ""isUseReferralCode"":0, ""negativeStatus"":""none""], STOP_ON_FAILURE)",,,,2021-10-18 10:29:37,2021-10-18 10:32:48,3m - 10.691s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:32:48,2021-10-18 10:32:55,6.602s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/009 - Registrasi dengan alamat email terdaftar,,,,2021-10-18 10:32:55,2021-10-18 10:34:20,1m - 24.844s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:32:55,2021-10-18 10:33:09,14.461s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":0, ""isUseReferralCode"":0, ""negativeStatus"":""isCheckEmailRegistered""], STOP_ON_FAILURE)",,,,2021-10-18 10:33:09,2021-10-18 10:34:13,1m - 3.577s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:34:13,2021-10-18 10:34:20,6.596s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/010 - Registrasi dengan alamat email berbeda,,,,2021-10-18 10:34:20,2021-10-18 10:35:44,1m - 24.508s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:34:20,2021-10-18 10:34:32,12.646s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":0, ""isUseReferralCode"":0, ""negativeStatus"":""isCheckEmailMatch""], STOP_ON_FAILURE)",,,,2021-10-18 10:34:32,2021-10-18 10:35:37,1m - 5.025s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:35:37,2021-10-18 10:35:44,6.621s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/011 - Registrasi dengan umur di bawah 17 tahun,,,,2021-10-18 10:35:44,2021-10-18 10:36:26,42.374s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:35:44,2021-10-18 10:35:57,12.908s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":0, ""isUseReferralCode"":0, ""negativeStatus"":""isCheckDateOfBirth""], STOP_ON_FAILURE)",,,,2021-10-18 10:35:57,2021-10-18 10:36:20,22.607s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:36:20,2021-10-18 10:36:26,6.652s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/012 - Registrasi dengan nomor handphone di luar Indonesia,,,,2021-10-18 10:36:26,2021-10-18 10:40:00,3m - 33.901s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:36:27,2021-10-18 10:36:38,11.317s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isBedaAlamat"":0, ""isUseReferralCode"":0, ""negativeStatus"":""isPhoneNumberNonIndo""], STOP_ON_FAILURE)",,,,2021-10-18 10:36:38,2021-10-18 10:39:54,3m - 15.774s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:39:54,2021-10-18 10:40:00,6.607s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/013 - Registrasi dengan password angka,,,,2021-10-18 10:40:00,2021-10-18 10:41:38,1m - 37.563s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-18 10:40:01,2021-10-18 10:40:16,15.294s,PASSED
