Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Register,,,,2021-10-29 17:46:32,2021-10-29 18:20:49,34m - 16.853s,FAILED
,,,,,,,
Test Cases/Mobile/Scenario/Register/001 - Registrasi dengan Akun Terdaftar,,,,2021-10-29 17:46:33,2021-10-29 17:48:26,1m - 53.132s,FAILED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-29 17:46:33,2021-10-29 17:46:50,17.185s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isRegistered"":1, ""negativeStatus"":""none""], STOP_ON_FAILURE)",,,,2021-10-29 17:46:50,2021-10-29 17:48:26,1m - 35.648s,FAILED
,,,,,,,
Test Cases/Mobile/Scenario/Register/002 - Registrasi akun baru dengan alamat sesuai KTP,,,,2021-10-29 17:48:26,2021-10-29 17:51:59,3m - 32.782s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-29 17:48:26,2021-10-29 17:48:38,12.537s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isRegistered"":0, ""isBedaAlamat"":0, ""isUseReferralCode"":0, ""negativeStatus"":""none""], STOP_ON_FAILURE)",,,,2021-10-29 17:48:38,2021-10-29 17:51:48,3m - 9.734s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-29 17:51:48,2021-10-29 17:51:59,10.291s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/003 - Registrasi akun baru dengan alamat berbeda dengan KTP,,,,2021-10-29 17:51:59,2021-10-29 17:56:07,4m - 8.489s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2021-10-29 17:51:59,2021-10-29 17:52:11,12.259s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Register/Register""), [""isFromLoginPage"":0, ""isRegistered"":0, ""isBedaAlamat"":1, ""isUseReferralCode"":0, ""negativeStatus"":""none""], STOP_ON_FAILURE)",,,,2021-10-29 17:52:11,2021-10-29 17:55:57,3m - 46.027s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2021-10-29 17:55:57,2021-10-29 17:56:07,9.999s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Register/004 - Registrasi akun baru dengan alamat sesuai KTP menggunakan Refferal Code,,,,2021-10-29 17:56:07,2021-10-29 17:59:47,3m - 39.542s,PASSED
