Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login,,,,2022-01-10 15:01:15,2022-01-10 15:06:02,4m - 46.989s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Login/001 - Login dengan username,,,,2022-01-10 15:01:16,2022-01-10 15:02:36,1m - 19.229s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:01:17,2022-01-10 15:01:40,22.922s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Login/Login""), [""action"":""username""], CONTINUE_ON_FAILURE)",,,,2022-01-10 15:01:40,2022-01-10 15:02:24,43.892s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:02:24,2022-01-10 15:02:36,11.785s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Login/002 - Login dengan password salah,,,,2022-01-10 15:02:36,2022-01-10 15:03:23,47.432s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:02:36,2022-01-10 15:02:50,14.103s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Login/Login""), [""action"":""wrongpassword""], CONTINUE_ON_FAILURE)",,,,2022-01-10 15:02:50,2022-01-10 15:03:13,22.481s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:03:13,2022-01-10 15:03:23,10.476s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Login/003 - Login tanpa internet,,,,2022-01-10 15:03:23,2022-01-10 15:04:25,1m - 2.019s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:03:23,2022-01-10 15:03:37,13.990s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Login/Login""), [""action"":""nointernet""], CONTINUE_ON_FAILURE)",,,,2022-01-10 15:03:37,2022-01-10 15:04:13,35.769s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:04:13,2022-01-10 15:04:25,11.932s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Login/004 - Login dengan mengaktifkan visible password,,,,2022-01-10 15:04:25,2022-01-10 15:05:12,46.633s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:04:25,2022-01-10 15:04:39,14.014s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Login/Login""), [""action"":""visiblepassword""], CONTINUE_ON_FAILURE)",,,,2022-01-10 15:04:39,2022-01-10 15:05:01,21.890s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:05:01,2022-01-10 15:05:12,10.437s,PASSED
,,,,,,,
Test Cases/Mobile/Scenario/Login/005 - Login menggunakan username dengan membatalkan fingerprint,,,,2022-01-10 15:05:12,2022-01-10 15:06:02,50.404s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Run App byID""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:05:12,2022-01-10 15:05:25,13.221s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Login/Login""), [""action"":""cancelfingerprint""], CONTINUE_ON_FAILURE)",,,,2022-01-10 15:05:25,2022-01-10 15:05:51,25.569s,PASSED
"callTestCase(findTestCase(""Mobile/Page/Run App/Terminate App""), [:], STOP_ON_FAILURE)",,,,2022-01-10 15:05:51,2022-01-10 15:06:02,11.369s,PASSED
